fueltype,mon,jd,M,jd_min,lat,lon,elev,ffmc,ws,waz,bui,ps,saz,pc,pdf,gfl,cur,time,pattern,ftypeN
C2,,,,,51.621244,-115.608378,1934.0,,,,,,158.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,1941.0,,,,,,195.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,2138.0,,,,,,169.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,2135.0,,,,,,168.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,2125.0,,,,,,223.0,,,0.8,,20,,2
NF,,,,,51.621244,-115.608378,2155.0,,,,,,253.0,,,,,20,,101
C2,,,,,51.621244,-115.608378,2181.0,,,,,,243.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,2200.0,,,,,,238.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,2223.0,,,,,,242.0,,,0.8,,20,,2
C1,,,,,51.621244,-115.608378,2250.0,,,,,,245.0,,,0.75,,20,,1
O1a,,,,,51.621244,-115.608378,2271.0,,,,,,249.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2292.0,,,,,,253.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2308.0,,,,,,250.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2314.0,,,,,,211.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2312.0,,,,,,122.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2307.0,,,,,,88.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2301.0,,,,,,74.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2291.0,,,,,,76.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2281.0,,,,,,73.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2267.0,,,,,,68.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2240.0,,,,,,69.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2216.0,,,,,,79.0,,,0.35,60.0,20,,31
C1,,,,,51.621244,-115.608378,2190.0,,,,,,90.0,,,0.75,,20,,1
C1,,,,,51.621244,-115.608378,2146.0,,,,,,82.0,,,0.75,,20,,1
NF,,,,,51.621244,-115.608378,2097.0,,,,,,73.0,,,,,20,,101
NF,,,,,51.621244,-115.608378,2062.0,,,,,,71.0,,,,,20,,101
C2,,,,,51.621244,-115.608378,2041.0,,,,,,81.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,2031.0,,,,,,201.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,2045.0,,,,,,227.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,2082.0,,,,,,219.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,2114.0,,,,,,188.0,,,0.8,,20,,2
NF,,,,,51.621244,-115.608378,2099.0,,,,,,133.0,,,,,20,,101
NF,,,,,51.621244,-115.608378,2044.0,,,,,,111.0,,,,,20,,101
C2,,,,,51.621244,-115.608378,2008.0,,,,,,121.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,2009.0,,,,,,176.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,2005.0,,,,,,125.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,1985.0,,,,,,105.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,1958.0,,,,,,111.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,1943.0,,,,,,137.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,1934.0,,,,,,144.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,1920.0,,,,,,172.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,1929.0,,,,,,201.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,2124.0,,,,,,158.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,2094.0,,,,,,186.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,2123.0,,,,,,258.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,2166.0,,,,,,274.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,2181.0,,,,,,278.0,,,0.8,,20,,2
C1,,,,,51.621244,-115.608378,2199.0,,,,,,276.0,,,0.75,,20,,1
C2,,,,,51.621244,-115.608378,2225.0,,,,,,268.0,,,0.8,,20,,2
C1,,,,,51.621244,-115.608378,2246.0,,,,,,256.0,,,0.75,,20,,1
C1,,,,,51.621244,-115.608378,2268.0,,,,,,250.0,,,0.75,,20,,1
O1a,,,,,51.621244,-115.608378,2289.0,,,,,,245.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2304.0,,,,,,236.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2310.0,,,,,,211.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2309.0,,,,,,163.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2307.0,,,,,,81.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2304.0,,,,,,61.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2294.0,,,,,,71.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2280.0,,,,,,80.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2272.0,,,,,,79.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2252.0,,,,,,73.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2225.0,,,,,,69.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2199.0,,,,,,64.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2171.0,,,,,,52.0,,,0.35,60.0,20,,31
C2,,,,,51.621244,-115.608378,2136.0,,,,,,51.0,,,0.8,,20,,2
NF,,,,,51.621244,-115.608378,2084.0,,,,,,58.0,,,,,20,,101
NF,,,,,51.621244,-115.608378,2045.0,,,,,,73.0,,,,,20,,101
C2,,,,,51.621244,-115.608378,2023.0,,,,,,123.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,2028.0,,,,,,220.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,2046.0,,,,,,206.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,2057.0,,,,,,185.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,2063.0,,,,,,154.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,2023.0,,,,,,129.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,1995.0,,,,,,141.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,1998.0,,,,,,172.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,1993.0,,,,,,139.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,1978.0,,,,,,114.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,1951.0,,,,,,111.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,1931.0,,,,,,124.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,1913.0,,,,,,140.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,1905.0,,,,,,187.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,1918.0,,,,,,206.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,2092.0,,,,,,171.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,2079.0,,,,,,230.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,2124.0,,,,,,266.0,,,0.8,,20,,2
C1,,,,,51.621244,-115.608378,2163.0,,,,,,269.0,,,0.75,,20,,1
C1,,,,,51.621244,-115.608378,2185.0,,,,,,271.0,,,0.75,,20,,1
O1a,,,,,51.621244,-115.608378,2207.0,,,,,,271.0,,,0.35,60.0,20,,31
C1,,,,,51.621244,-115.608378,2223.0,,,,,,253.0,,,0.75,,20,,1
C1,,,,,51.621244,-115.608378,2237.0,,,,,,240.0,,,0.75,,20,,1
C1,,,,,51.621244,-115.608378,2256.0,,,,,,236.0,,,0.75,,20,,1
C1,,,,,51.621244,-115.608378,2275.0,,,,,,234.0,,,0.75,,20,,1
O1a,,,,,51.621244,-115.608378,2292.0,,,,,,231.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2302.0,,,,,,226.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2306.0,,,,,,227.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2308.0,,,,,,65535.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2308.0,,,,,,49.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2302.0,,,,,,65.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2283.0,,,,,,74.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2269.0,,,,,,81.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2256.0,,,,,,79.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2235.0,,,,,,72.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2210.0,,,,,,66.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2193.0,,,,,,58.0,,,0.35,60.0,20,,31
C1,,,,,51.621244,-115.608378,2176.0,,,,,,62.0,,,0.75,,20,,1
C2,,,,,51.621244,-115.608378,2122.0,,,,,,69.0,,,0.8,,20,,2
NF,,,,,51.621244,-115.608378,2057.0,,,,,,77.0,,,,,20,,101
C2,,,,,51.621244,-115.608378,2014.0,,,,,,96.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,2018.0,,,,,,191.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,2025.0,,,,,,179.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,2011.0,,,,,,174.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,2010.0,,,,,,165.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,1995.0,,,,,,149.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,1984.0,,,,,,161.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,1985.0,,,,,,168.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,1978.0,,,,,,148.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,1968.0,,,,,,128.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,1941.0,,,,,,116.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,1920.0,,,,,,117.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,1898.0,,,,,,133.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,1898.0,,,,,,198.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,1907.0,,,,,,201.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,2049.0,,,,,,193.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,2069.0,,,,,,252.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,2129.0,,,,,,266.0,,,0.8,,20,,2
C1,,,,,51.621244,-115.608378,2160.0,,,,,,264.0,,,0.75,,20,,1
C1,,,,,51.621244,-115.608378,2183.0,,,,,,256.0,,,0.75,,20,,1
O1a,,,,,51.621244,-115.608378,2205.0,,,,,,250.0,,,0.35,60.0,20,,31
C1,,,,,51.621244,-115.608378,2214.0,,,,,,234.0,,,0.75,,20,,1
C1,,,,,51.621244,-115.608378,2225.0,,,,,,233.0,,,0.75,,20,,1
C1,,,,,51.621244,-115.608378,2242.0,,,,,,236.0,,,0.75,,20,,1
O1a,,,,,51.621244,-115.608378,2261.0,,,,,,238.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2281.0,,,,,,239.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2296.0,,,,,,241.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2305.0,,,,,,246.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2309.0,,,,,,236.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2308.0,,,,,,99.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2307.0,,,,,,72.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2291.0,,,,,,69.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2272.0,,,,,,70.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2258.0,,,,,,71.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2241.0,,,,,,68.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2220.0,,,,,,71.0,,,0.35,60.0,20,,31
C1,,,,,51.621244,-115.608378,2194.0,,,,,,85.0,,,0.75,,20,,1
O1a,,,,,51.621244,-115.608378,2176.0,,,,,,97.0,,,0.35,60.0,20,,31
C2,,,,,51.621244,-115.608378,2133.0,,,,,,93.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,2067.0,,,,,,87.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,2017.0,,,,,,90.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,2001.0,,,,,,140.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,1994.0,,,,,,161.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,1984.0,,,,,,159.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,1978.0,,,,,,161.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,1971.0,,,,,,158.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,1969.0,,,,,,173.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,1971.0,,,,,,165.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,1959.0,,,,,,145.0,,,0.8,,20,,2
O1a,,,,,51.621244,-115.608378,1948.0,,,,,,133.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,1930.0,,,,,,120.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,1912.0,,,,,,112.0,,,0.35,60.0,20,,31
C2,,,,,51.621244,-115.608378,1886.0,,,,,,127.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,1887.0,,,,,,196.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,1893.0,,,,,,193.0,,,0.8,,20,,2
C3,,,,,51.621244,-115.608378,2047.0,,,,,,223.0,,,1.15,,20,,3
O1a,,,,,51.621244,-115.608378,2058.0,,,,,,255.0,,,0.35,60.0,20,,31
C2,,,,,51.621244,-115.608378,2127.0,,,,,,259.0,,,0.8,,20,,2
O1a,,,,,51.621244,-115.608378,2158.0,,,,,,255.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2173.0,,,,,,244.0,,,0.35,60.0,20,,31
C1,,,,,51.621244,-115.608378,2196.0,,,,,,237.0,,,0.75,,20,,1
C1,,,,,51.621244,-115.608378,2208.0,,,,,,229.0,,,0.75,,20,,1
C1,,,,,51.621244,-115.608378,2215.0,,,,,,231.0,,,0.75,,20,,1
C1,,,,,51.621244,-115.608378,2231.0,,,,,,236.0,,,0.75,,20,,1
C1,,,,,51.621244,-115.608378,2250.0,,,,,,238.0,,,0.75,,20,,1
O1a,,,,,51.621244,-115.608378,2271.0,,,,,,237.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2289.0,,,,,,236.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2302.0,,,,,,234.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2307.0,,,,,,214.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2306.0,,,,,,164.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2305.0,,,,,,101.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2300.0,,,,,,74.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2279.0,,,,,,67.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2264.0,,,,,,63.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2251.0,,,,,,65.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2230.0,,,,,,72.0,,,0.35,60.0,20,,31
C1,,,,,51.621244,-115.608378,2199.0,,,,,,85.0,,,0.75,,20,,1
O1a,,,,,51.621244,-115.608378,2160.0,,,,,,98.0,,,0.35,60.0,20,,31
C2,,,,,51.621244,-115.608378,2113.0,,,,,,97.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,2064.0,,,,,,84.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,2026.0,,,,,,74.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,1985.0,,,,,,79.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,1980.0,,,,,,115.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,1973.0,,,,,,142.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,1966.0,,,,,,142.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,1960.0,,,,,,135.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,1953.0,,,,,,162.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,1955.0,,,,,,165.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,1949.0,,,,,,139.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,1934.0,,,,,,127.0,,,0.8,,20,,2
O1a,,,,,51.621244,-115.608378,1921.0,,,,,,118.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,1905.0,,,,,,104.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,1877.0,,,,,,111.0,,,0.35,60.0,20,,31
C1,,,,,51.621244,-115.608378,1877.0,,,,,,184.0,,,0.75,,20,,1
C1,,,,,51.621244,-115.608378,1880.0,,,,,,189.0,,,0.75,,20,,1
C3,,,,,51.621244,-115.608378,2044.0,,,,,,179.0,,,1.15,,20,,3
C2,,,,,51.621244,-115.608378,2042.0,,,,,,243.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,2107.0,,,,,,249.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,2153.0,,,,,,242.0,,,0.8,,20,,2
O1a,,,,,51.621244,-115.608378,2165.0,,,,,,231.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2178.0,,,,,,235.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2200.0,,,,,,235.0,,,0.35,60.0,20,,31
C1,,,,,51.621244,-115.608378,2206.0,,,,,,232.0,,,0.75,,20,,1
C1,,,,,51.621244,-115.608378,2219.0,,,,,,236.0,,,0.75,,20,,1
C1,,,,,51.621244,-115.608378,2237.0,,,,,,233.0,,,0.75,,20,,1
C1,,,,,51.621244,-115.608378,2256.0,,,,,,230.0,,,0.75,,20,,1
C1,,,,,51.621244,-115.608378,2275.0,,,,,,228.0,,,0.75,,20,,1
O1a,,,,,51.621244,-115.608378,2292.0,,,,,,225.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2302.0,,,,,,210.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2303.0,,,,,,187.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2302.0,,,,,,158.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2299.0,,,,,,96.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2289.0,,,,,,74.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2271.0,,,,,,68.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2258.0,,,,,,74.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2236.0,,,,,,78.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2207.0,,,,,,79.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2157.0,,,,,,75.0,,,0.35,60.0,20,,31
C2,,,,,51.621244,-115.608378,2111.0,,,,,,61.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,2080.0,,,,,,47.0,,,0.8,,20,,2
O1a,,,,,51.621244,-115.608378,2046.0,,,,,,42.0,,,0.35,60.0,20,,31
C2,,,,,51.621244,-115.608378,2012.0,,,,,,43.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,1978.0,,,,,,48.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,1962.0,,,,,,55.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,1968.0,,,,,,98.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,1959.0,,,,,,122.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,1946.0,,,,,,147.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,1942.0,,,,,,165.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,1937.0,,,,,,146.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,1925.0,,,,,,125.0,,,0.8,,20,,2
O1a,,,,,51.621244,-115.608378,1914.0,,,,,,118.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,1903.0,,,,,,99.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,1878.0,,,,,,93.0,,,0.35,60.0,20,,31
C2,,,,,51.621244,-115.608378,1867.0,,,,,,136.0,,,0.8,,20,,2
C1,,,,,51.621244,-115.608378,1870.0,,,,,,180.0,,,0.75,,20,,1
C3,,,,,51.621244,-115.608378,2035.0,,,,,,153.0,,,1.15,,20,,3
C2,,,,,51.621244,-115.608378,2027.0,,,,,,228.0,,,0.8,,20,,2
C1,,,,,51.621244,-115.608378,2077.0,,,,,,240.0,,,0.75,,20,,1
C2,,,,,51.621244,-115.608378,2132.0,,,,,,235.0,,,0.8,,20,,2
C1,,,,,51.621244,-115.608378,2153.0,,,,,,232.0,,,0.75,,20,,1
O1a,,,,,51.621244,-115.608378,2166.0,,,,,,239.0,,,0.35,60.0,20,,31
C1,,,,,51.621244,-115.608378,2190.0,,,,,,243.0,,,0.75,,20,,1
C1,,,,,51.621244,-115.608378,2203.0,,,,,,238.0,,,0.75,,20,,1
C1,,,,,51.621244,-115.608378,2211.0,,,,,,234.0,,,0.75,,20,,1
C1,,,,,51.621244,-115.608378,2224.0,,,,,,229.0,,,0.75,,20,,1
C1,,,,,51.621244,-115.608378,2239.0,,,,,,226.0,,,0.75,,20,,1
C1,,,,,51.621244,-115.608378,2257.0,,,,,,225.0,,,0.75,,20,,1
O1a,,,,,51.621244,-115.608378,2276.0,,,,,,221.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2288.0,,,,,,213.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2294.0,,,,,,206.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2297.0,,,,,,186.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2295.0,,,,,,129.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2290.0,,,,,,89.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2278.0,,,,,,73.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2260.0,,,,,,75.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2238.0,,,,,,78.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2214.0,,,,,,73.0,,,0.35,60.0,20,,31
C1,,,,,51.621244,-115.608378,2175.0,,,,,,60.0,,,0.75,,20,,1
C2,,,,,51.621244,-115.608378,2154.0,,,,,,43.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,2127.0,,,,,,34.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,2102.0,,,,,,34.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,2067.0,,,,,,42.0,,,0.8,,20,,2
O1a,,,,,51.621244,-115.608378,2019.0,,,,,,49.0,,,0.35,60.0,20,,31
C2,,,,,51.621244,-115.608378,1986.0,,,,,,51.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,1963.0,,,,,,63.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,1944.0,,,,,,76.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,1931.0,,,,,,80.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,1924.0,,,,,,115.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,1926.0,,,,,,141.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,1919.0,,,,,,138.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,1906.0,,,,,,137.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,1898.0,,,,,,124.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,1882.0,,,,,,107.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,1866.0,,,,,,98.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,1858.0,,,,,,132.0,,,0.8,,20,,2
C3,,,,,51.621244,-115.608378,2029.0,,,,,,127.0,,,1.15,,20,,3
C2,,,,,51.621244,-115.608378,2008.0,,,,,,211.0,,,0.8,,20,,2
C1,,,,,51.621244,-115.608378,2045.0,,,,,,239.0,,,0.75,,20,,1
C1,,,,,51.621244,-115.608378,2088.0,,,,,,240.0,,,0.75,,20,,1
C1,,,,,51.621244,-115.608378,2144.0,,,,,,243.0,,,0.75,,20,,1
C1,,,,,51.621244,-115.608378,2159.0,,,,,,243.0,,,0.75,,20,,1
C1,,,,,51.621244,-115.608378,2177.0,,,,,,242.0,,,0.75,,20,,1
C1,,,,,51.621244,-115.608378,2199.0,,,,,,230.0,,,0.75,,20,,1
C1,,,,,51.621244,-115.608378,2203.0,,,,,,218.0,,,0.75,,20,,1
C1,,,,,51.621244,-115.608378,2213.0,,,,,,220.0,,,0.75,,20,,1
C1,,,,,51.621244,-115.608378,2224.0,,,,,,220.0,,,0.75,,20,,1
C1,,,,,51.621244,-115.608378,2239.0,,,,,,223.0,,,0.75,,20,,1
C1,,,,,51.621244,-115.608378,2257.0,,,,,,224.0,,,0.75,,20,,1
O1a,,,,,51.621244,-115.608378,2272.0,,,,,,226.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2285.0,,,,,,227.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2292.0,,,,,,214.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2292.0,,,,,,140.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2287.0,,,,,,98.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2283.0,,,,,,72.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2268.0,,,,,,72.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2243.0,,,,,,77.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2222.0,,,,,,74.0,,,0.35,60.0,20,,31
C1,,,,,51.621244,-115.608378,2195.0,,,,,,61.0,,,0.75,,20,,1
O1a,,,,,51.621244,-115.608378,2170.0,,,,,,51.0,,,0.35,60.0,20,,31
