fueltype,mon,jd,M,jd_min,lat,lon,elev,ffmc,ws,waz,bui,ps,saz,pc,pdf,gfl,cur,time,pattern,ftypeN
C2,,,,,51.621244,-115.608378,2107.0,,,,,,248.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,2146.0,,,,,,246.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,2174.0,,,,,,247.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,2198.0,,,,,,245.0,,,0.8,,20,,2
C1,,,,,51.621244,-115.608378,2214.0,,,,,,242.0,,,0.75,,20,,1
C1,,,,,51.621244,-115.608378,2230.0,,,,,,243.0,,,0.75,,20,,1
C1,,,,,51.621244,-115.608378,2248.0,,,,,,245.0,,,0.75,,20,,1
O1a,,,,,51.621244,-115.608378,2266.0,,,,,,248.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2282.0,,,,,,254.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2288.0,,,,,,41.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2279.0,,,,,,58.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2268.0,,,,,,68.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2248.0,,,,,,78.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2237.0,,,,,,76.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2209.0,,,,,,72.0,,,0.35,60.0,20,,31
C2,,,,,51.621244,-115.608378,2191.0,,,,,,71.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,2181.0,,,,,,81.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,2159.0,,,,,,89.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,2135.0,,,,,,101.0,,,0.8,,20,,2
C3,,,,,51.621244,-115.608378,2115.0,,,,,,117.0,,,1.15,,20,,3
C3,,,,,51.621244,-115.608378,2094.0,,,,,,135.0,,,1.15,,20,,3
C3,,,,,51.621244,-115.608378,2082.0,,,,,,156.0,,,1.15,,20,,3
C2,,,,,51.621244,-115.608378,2078.0,,,,,,167.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,2073.0,,,,,,169.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,2070.0,,,,,,162.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,2065.0,,,,,,116.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,2026.0,,,,,,103.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,1970.0,,,,,,101.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,1924.0,,,,,,109.0,,,0.8,,20,,2
C3,,,,,51.621244,-115.608378,1987.0,,,,,,155.0,,,1.15,,20,,3
C3,,,,,51.621244,-115.608378,1963.0,,,,,,132.0,,,1.15,,20,,3
C3,,,,,51.621244,-115.608378,1946.0,,,,,,126.0,,,1.15,,20,,3
C3,,,,,51.621244,-115.608378,1933.0,,,,,,201.0,,,1.15,,20,,3
C1,,,,,51.621244,-115.608378,1949.0,,,,,,261.0,,,0.75,,20,,1
C2,,,,,51.621244,-115.608378,1969.0,,,,,,276.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,1996.0,,,,,,291.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,2042.0,,,,,,302.0,,,0.8,,20,,2
NF,,,,,51.621244,-115.608378,2085.0,,,,,,316.0,,,,,20,,101
C2,,,,,51.621244,-115.608378,2106.0,,,,,,330.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,2114.0,,,,,,335.0,,,0.8,,20,,2
C3,,,,,51.621244,-115.608378,2117.0,,,,,,315.0,,,1.15,,20,,3
C2,,,,,51.621244,-115.608378,2137.0,,,,,,285.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,2167.0,,,,,,269.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,2189.0,,,,,,259.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,2207.0,,,,,,252.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,2221.0,,,,,,252.0,,,0.8,,20,,2
C1,,,,,51.621244,-115.608378,2241.0,,,,,,254.0,,,0.75,,20,,1
O1a,,,,,51.621244,-115.608378,2260.0,,,,,,254.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2277.0,,,,,,248.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2286.0,,,,,,211.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2283.0,,,,,,97.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2272.0,,,,,,90.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2248.0,,,,,,93.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2234.0,,,,,,92.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2217.0,,,,,,83.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2195.0,,,,,,81.0,,,0.35,60.0,20,,31
C2,,,,,51.621244,-115.608378,2181.0,,,,,,92.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,2155.0,,,,,,100.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,2125.0,,,,,,106.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,2102.0,,,,,,112.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,2082.0,,,,,,123.0,,,0.8,,20,,2
C3,,,,,51.621244,-115.608378,2068.0,,,,,,143.0,,,1.15,,20,,3
C3,,,,,51.621244,-115.608378,2054.0,,,,,,167.0,,,1.15,,20,,3
C2,,,,,51.621244,-115.608378,2054.0,,,,,,185.0,,,0.8,,20,,2
O1a,,,,,51.621244,-115.608378,2058.0,,,,,,177.0,,,0.35,60.0,20,,31
C2,,,,,51.621244,-115.608378,2055.0,,,,,,132.0,,,0.8,,20,,2
NF,,,,,51.621244,-115.608378,2010.0,,,,,,114.0,,,,,20,,101
C2,,,,,51.621244,-115.608378,1953.0,,,,,,111.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,1912.0,,,,,,123.0,,,0.8,,20,,2
O1a,,,,,51.621244,-115.608378,1961.0,,,,,,158.0,,,0.35,60.0,20,,31
C3,,,,,51.621244,-115.608378,1948.0,,,,,,137.0,,,1.15,,20,,3
C3,,,,,51.621244,-115.608378,1936.0,,,,,,135.0,,,1.15,,20,,3
C1,,,,,51.621244,-115.608378,1926.0,,,,,,261.0,,,0.75,,20,,1
C1,,,,,51.621244,-115.608378,1952.0,,,,,,282.0,,,0.75,,20,,1
C2,,,,,51.621244,-115.608378,1974.0,,,,,,289.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,2014.0,,,,,,290.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,2072.0,,,,,,294.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,2108.0,,,,,,305.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,2124.0,,,,,,319.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,2133.0,,,,,,328.0,,,0.8,,20,,2
C3,,,,,51.621244,-115.608378,2145.0,,,,,,330.0,,,1.15,,20,,3
C2,,,,,51.621244,-115.608378,2154.0,,,,,,316.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,2173.0,,,,,,295.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,2189.0,,,,,,278.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,2204.0,,,,,,266.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,2219.0,,,,,,262.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,2238.0,,,,,,260.0,,,0.8,,20,,2
C1,,,,,51.621244,-115.608378,2256.0,,,,,,255.0,,,0.75,,20,,1
O1a,,,,,51.621244,-115.608378,2272.0,,,,,,244.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2280.0,,,,,,207.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2279.0,,,,,,133.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2268.0,,,,,,107.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2247.0,,,,,,99.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2231.0,,,,,,93.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2217.0,,,,,,85.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2198.0,,,,,,84.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2179.0,,,,,,93.0,,,0.35,60.0,20,,31
C2,,,,,51.621244,-115.608378,2148.0,,,,,,97.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,2119.0,,,,,,94.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,2098.0,,,,,,90.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,2072.0,,,,,,94.0,,,0.8,,20,,2
C3,,,,,51.621244,-115.608378,2036.0,,,,,,108.0,,,1.15,,20,,3
NF,,,,,51.621244,-115.608378,2013.0,,,,,,145.0,,,,,20,,101
C2,,,,,51.621244,-115.608378,2021.0,,,,,,183.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,2032.0,,,,,,179.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,2020.0,,,,,,147.0,,,0.8,,20,,2
NF,,,,,51.621244,-115.608378,1978.0,,,,,,129.0,,,,,20,,101
C2,,,,,51.621244,-115.608378,1933.0,,,,,,123.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,1901.0,,,,,,136.0,,,0.8,,20,,2
O1a,,,,,51.621244,-115.608378,1945.0,,,,,,160.0,,,0.35,60.0,20,,31
C3,,,,,51.621244,-115.608378,1933.0,,,,,,145.0,,,1.15,,20,,3
C1,,,,,51.621244,-115.608378,1923.0,,,,,,180.0,,,0.75,,20,,1
C1,,,,,51.621244,-115.608378,1933.0,,,,,,279.0,,,0.75,,20,,1
C2,,,,,51.621244,-115.608378,1961.0,,,,,,285.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,1988.0,,,,,,285.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,2033.0,,,,,,283.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,2090.0,,,,,,285.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,2122.0,,,,,,296.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,2132.0,,,,,,310.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,2147.0,,,,,,306.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,2163.0,,,,,,310.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,2172.0,,,,,,306.0,,,0.8,,20,,2
C1,,,,,51.621244,-115.608378,2182.0,,,,,,284.0,,,0.75,,20,,1
C1,,,,,51.621244,-115.608378,2193.0,,,,,,263.0,,,0.75,,20,,1
C1,,,,,51.621244,-115.608378,2203.0,,,,,,255.0,,,0.75,,20,,1
O1a,,,,,51.621244,-115.608378,2218.0,,,,,,254.0,,,0.35,60.0,20,,31
C1,,,,,51.621244,-115.608378,2234.0,,,,,,253.0,,,0.75,,20,,1
O1a,,,,,51.621244,-115.608378,2252.0,,,,,,247.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2265.0,,,,,,234.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2273.0,,,,,,199.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2271.0,,,,,,144.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2260.0,,,,,,119.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2244.0,,,,,,106.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2231.0,,,,,,92.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2220.0,,,,,,83.0,,,0.35,60.0,20,,31
C1,,,,,51.621244,-115.608378,2203.0,,,,,,86.0,,,0.75,,20,,1
O1a,,,,,51.621244,-115.608378,2176.0,,,,,,92.0,,,0.35,60.0,20,,31
C2,,,,,51.621244,-115.608378,2144.0,,,,,,90.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,2123.0,,,,,,79.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,2103.0,,,,,,74.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,2081.0,,,,,,74.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,2054.0,,,,,,79.0,,,0.8,,20,,2
C3,,,,,51.621244,-115.608378,2011.0,,,,,,97.0,,,1.15,,20,,3
C3,,,,,51.621244,-115.608378,1974.0,,,,,,151.0,,,1.15,,20,,3
C2,,,,,51.621244,-115.608378,1984.0,,,,,,173.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,1971.0,,,,,,151.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,1936.0,,,,,,134.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,1902.0,,,,,,131.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,1887.0,,,,,,149.0,,,0.8,,20,,2
C3,,,,,51.621244,-115.608378,1927.0,,,,,,166.0,,,1.15,,20,,3
O1a,,,,,51.621244,-115.608378,1918.0,,,,,,165.0,,,0.35,60.0,20,,31
C1,,,,,51.621244,-115.608378,1919.0,,,,,,268.0,,,0.75,,20,,1
C1,,,,,51.621244,-115.608378,1940.0,,,,,,283.0,,,0.75,,20,,1
C2,,,,,51.621244,-115.608378,1964.0,,,,,,280.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,1994.0,,,,,,277.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,2040.0,,,,,,276.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,2096.0,,,,,,276.0,,,0.8,,20,,2
C3,,,,,51.621244,-115.608378,2132.0,,,,,,284.0,,,1.15,,20,,3
C2,,,,,51.621244,-115.608378,2143.0,,,,,,297.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,2153.0,,,,,,276.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,2165.0,,,,,,245.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,2171.0,,,,,,222.0,,,0.8,,20,,2
C1,,,,,51.621244,-115.608378,2178.0,,,,,,219.0,,,0.75,,20,,1
C1,,,,,51.621244,-115.608378,2185.0,,,,,,220.0,,,0.75,,20,,1
C2,,,,,51.621244,-115.608378,2196.0,,,,,,231.0,,,0.8,,20,,2
O1a,,,,,51.621244,-115.608378,2211.0,,,,,,242.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2227.0,,,,,,248.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2244.0,,,,,,241.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2256.0,,,,,,221.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2263.0,,,,,,192.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2261.0,,,,,,152.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2251.0,,,,,,129.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2239.0,,,,,,119.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2231.0,,,,,,100.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2221.0,,,,,,85.0,,,0.35,60.0,20,,31
C1,,,,,51.621244,-115.608378,2204.0,,,,,,87.0,,,0.75,,20,,1
O1a,,,,,51.621244,-115.608378,2173.0,,,,,,91.0,,,0.35,60.0,20,,31
C2,,,,,51.621244,-115.608378,2145.0,,,,,,88.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,2130.0,,,,,,78.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,2110.0,,,,,,80.0,,,0.8,,20,,2
C3,,,,,51.621244,-115.608378,2086.0,,,,,,90.0,,,1.15,,20,,3
C2,,,,,51.621244,-115.608378,2055.0,,,,,,97.0,,,0.8,,20,,2
NF,,,,,51.621244,-115.608378,2013.0,,,,,,100.0,,,,,20,,101
C3,,,,,51.621244,-115.608378,1966.0,,,,,,117.0,,,1.15,,20,,3
C2,,,,,51.621244,-115.608378,1939.0,,,,,,153.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,1934.0,,,,,,152.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,1912.0,,,,,,132.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,1887.0,,,,,,126.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,1872.0,,,,,,150.0,,,0.8,,20,,2
C3,,,,,51.621244,-115.608378,1910.0,,,,,,182.0,,,1.15,,20,,3
O1a,,,,,51.621244,-115.608378,1909.0,,,,,,243.0,,,0.35,60.0,20,,31
C2,,,,,51.621244,-115.608378,1927.0,,,,,,279.0,,,0.8,,20,,2
C3,,,,,51.621244,-115.608378,1947.0,,,,,,280.0,,,1.15,,20,,3
C2,,,,,51.621244,-115.608378,1969.0,,,,,,275.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,1998.0,,,,,,272.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,2045.0,,,,,,270.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,2099.0,,,,,,267.0,,,0.8,,20,,2
C3,,,,,51.621244,-115.608378,2134.0,,,,,,258.0,,,1.15,,20,,3
C2,,,,,51.621244,-115.608378,2146.0,,,,,,231.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,2149.0,,,,,,212.0,,,0.8,,20,,2
C3,,,,,51.621244,-115.608378,2154.0,,,,,,202.0,,,1.15,,20,,3
C2,,,,,51.621244,-115.608378,2157.0,,,,,,200.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,2163.0,,,,,,204.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,2170.0,,,,,,212.0,,,0.8,,20,,2
C1,,,,,51.621244,-115.608378,2181.0,,,,,,230.0,,,0.75,,20,,1
C1,,,,,51.621244,-115.608378,2200.0,,,,,,249.0,,,0.75,,20,,1
O1a,,,,,51.621244,-115.608378,2223.0,,,,,,260.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2238.0,,,,,,242.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2244.0,,,,,,200.0,,,0.35,60.0,20,,31
C2,,,,,51.621244,-115.608378,2249.0,,,,,,188.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,2249.0,,,,,,163.0,,,0.8,,20,,2
O1a,,,,,51.621244,-115.608378,2241.0,,,,,,147.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2232.0,,,,,,148.0,,,0.35,60.0,20,,31
C1,,,,,51.621244,-115.608378,2229.0,,,,,,130.0,,,0.75,,20,,1
O1a,,,,,51.621244,-115.608378,2223.0,,,,,,104.0,,,0.35,60.0,20,,31
C1,,,,,51.621244,-115.608378,2207.0,,,,,,98.0,,,0.75,,20,,1
NF,,,,,51.621244,-115.608378,2172.0,,,,,,97.0,,,,,20,,101
C2,,,,,51.621244,-115.608378,2143.0,,,,,,100.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,2134.0,,,,,,104.0,,,0.8,,20,,2
NF,,,,,51.621244,-115.608378,2112.0,,,,,,109.0,,,,,20,,101
NF,,,,,51.621244,-115.608378,2082.0,,,,,,114.0,,,,,20,,101
NF,,,,,51.621244,-115.608378,2041.0,,,,,,115.0,,,,,20,,101
C3,,,,,51.621244,-115.608378,1996.0,,,,,,113.0,,,1.15,,20,,3
C3,,,,,51.621244,-115.608378,1950.0,,,,,,114.0,,,1.15,,20,,3
C3,,,,,51.621244,-115.608378,1917.0,,,,,,129.0,,,1.15,,20,,3
C2,,,,,51.621244,-115.608378,1905.0,,,,,,142.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,1893.0,,,,,,131.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,1876.0,,,,,,116.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,1861.0,,,,,,91.0,,,0.8,,20,,2
C1,,,,,51.621244,-115.608378,1898.0,,,,,,304.0,,,0.75,,20,,1
C1,,,,,51.621244,-115.608378,1913.0,,,,,,290.0,,,0.75,,20,,1
C2,,,,,51.621244,-115.608378,1929.0,,,,,,278.0,,,0.8,,20,,2
C1,,,,,51.621244,-115.608378,1948.0,,,,,,265.0,,,0.75,,20,,1
C1,,,,,51.621244,-115.608378,1969.0,,,,,,261.0,,,0.75,,20,,1
C2,,,,,51.621244,-115.608378,1997.0,,,,,,261.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,2042.0,,,,,,257.0,,,0.8,,20,,2
C3,,,,,51.621244,-115.608378,2092.0,,,,,,250.0,,,1.15,,20,,3
C2,,,,,51.621244,-115.608378,2121.0,,,,,,234.0,,,0.8,,20,,2
C3,,,,,51.621244,-115.608378,2131.0,,,,,,204.0,,,1.15,,20,,3
C3,,,,,51.621244,-115.608378,2136.0,,,,,,193.0,,,1.15,,20,,3
C2,,,,,51.621244,-115.608378,2139.0,,,,,,193.0,,,0.8,,20,,2
C3,,,,,51.621244,-115.608378,2143.0,,,,,,198.0,,,1.15,,20,,3
C2,,,,,51.621244,-115.608378,2149.0,,,,,,206.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,2156.0,,,,,,221.0,,,0.8,,20,,2
C1,,,,,51.621244,-115.608378,2168.0,,,,,,246.0,,,0.75,,20,,1
C2,,,,,51.621244,-115.608378,2194.0,,,,,,264.0,,,0.8,,20,,2
O1a,,,,,51.621244,-115.608378,2226.0,,,,,,272.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2238.0,,,,,,218.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2230.0,,,,,,162.0,,,0.35,60.0,20,,31
C2,,,,,51.621244,-115.608378,2231.0,,,,,,180.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,2232.0,,,,,,167.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,2223.0,,,,,,163.0,,,0.8,,20,,2
O1a,,,,,51.621244,-115.608378,2222.0,,,,,,174.0,,,0.35,60.0,20,,31
C1,,,,,51.621244,-115.608378,2224.0,,,,,,158.0,,,0.75,,20,,1
O1a,,,,,51.621244,-115.608378,2216.0,,,,,,144.0,,,0.35,60.0,20,,31
NF,,,,,51.621244,-115.608378,2196.0,,,,,,138.0,,,,,20,,101
NF,,,,,51.621244,-115.608378,2163.0,,,,,,135.0,,,,,20,,101
C3,,,,,51.621244,-115.608378,2139.0,,,,,,142.0,,,1.15,,20,,3
NF,,,,,51.621244,-115.608378,2124.0,,,,,,146.0,,,,,20,,101
C3,,,,,51.621244,-115.608378,2092.0,,,,,,142.0,,,1.15,,20,,3
C3,,,,,51.621244,-115.608378,2052.0,,,,,,140.0,,,1.15,,20,,3
C3,,,,,51.621244,-115.608378,2015.0,,,,,,133.0,,,1.15,,20,,3
C3,,,,,51.621244,-115.608378,1974.0,,,,,,122.0,,,1.15,,20,,3
C3,,,,,51.621244,-115.608378,1933.0,,,,,,114.0,,,1.15,,20,,3
C2,,,,,51.621244,-115.608378,1909.0,,,,,,113.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,1897.0,,,,,,110.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,1880.0,,,,,,86.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,1874.0,,,,,,31.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,1876.0,,,,,,5.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,1914.0,,,,,,340.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,1923.0,,,,,,321.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,1932.0,,,,,,312.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,1942.0,,,,,,281.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,1961.0,,,,,,256.0,,,0.8,,20,,2
C3,,,,,51.621244,-115.608378,1990.0,,,,,,246.0,,,1.15,,20,,3
C3,,,,,51.621244,-115.608378,2024.0,,,,,,237.0,,,1.15,,20,,3
C3,,,,,51.621244,-115.608378,2067.0,,,,,,227.0,,,1.15,,20,,3
C3,,,,,51.621244,-115.608378,2104.0,,,,,,210.0,,,1.15,,20,,3
C3,,,,,51.621244,-115.608378,2114.0,,,,,,195.0,,,1.15,,20,,3
C3,,,,,51.621244,-115.608378,2116.0,,,,,,193.0,,,1.15,,20,,3
C2,,,,,51.621244,-115.608378,2121.0,,,,,,198.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,2126.0,,,,,,207.0,,,0.8,,20,,2
C3,,,,,51.621244,-115.608378,2133.0,,,,,,222.0,,,1.15,,20,,3
O1a,,,,,51.621244,-115.608378,2145.0,,,,,,245.0,,,0.35,60.0,20,,31
C2,,,,,51.621244,-115.608378,2163.0,,,,,,264.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,2194.0,,,,,,271.0,,,0.8,,20,,2
O1a,,,,,51.621244,-115.608378,2230.0,,,,,,271.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2238.0,,,,,,127.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2217.0,,,,,,135.0,,,0.35,60.0,20,,31
C2,,,,,51.621244,-115.608378,2212.0,,,,,,171.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,2210.0,,,,,,167.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,2202.0,,,,,,167.0,,,0.8,,20,,2
C1,,,,,51.621244,-115.608378,2205.0,,,,,,170.0,,,0.75,,20,,1
C1,,,,,51.621244,-115.608378,2201.0,,,,,,154.0,,,0.75,,20,,1
NF,,,,,51.621244,-115.608378,2172.0,,,,,,149.0,,,,,20,,101
C2,,,,,51.621244,-115.608378,2139.0,,,,,,152.0,,,0.8,,20,,2
O1a,,,,,51.621244,-115.608378,2117.0,,,,,,153.0,,,0.35,60.0,20,,31
C3,,,,,51.621244,-115.608378,2093.0,,,,,,152.0,,,1.15,,20,,3
C3,,,,,51.621244,-115.608378,2058.0,,,,,,151.0,,,1.15,,20,,3
C3,,,,,51.621244,-115.608378,2023.0,,,,,,149.0,,,1.15,,20,,3
C3,,,,,51.621244,-115.608378,1994.0,,,,,,148.0,,,1.15,,20,,3
C2,,,,,51.621244,-115.608378,1972.0,,,,,,144.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,1947.0,,,,,,130.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,1923.0,,,,,,112.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,1905.0,,,,,,80.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,1893.0,,,,,,31.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,1893.0,,,,,,11.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,1893.0,,,,,,5.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,1893.0,,,,,,1.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,1930.0,,,,,,327.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,1941.0,,,,,,311.0,,,0.8,,20,,2
